game_id,turn,unit_advantage_player,attack_advantage_player,health_advantage_player,unit_delta_p0_minus_p1,attack_delta_p0_minus_p1,health_delta_p0_minus_p1
0050cd647d264a039c5a795a100cadf5,10,,1.0,1.0,0.0,-7.0,-8.0
0050cd647d264a039c5a795a100cadf5,11,1.0,1.0,1.0,-2.0,-12.0,-16.0
0050cd647d264a039c5a795a100cadf5,12,1.0,1.0,1.0,-3.0,-14.0,-19.0
0050cd647d264a039c5a795a100cadf5,13,1.0,1.0,1.0,-1.0,-11.0,-8.0
0050cd647d264a039c5a795a100cadf5,14,,,,,,
00549fe830db43c791edd44c1ea302c8,1,,,,0.0,0.0,0.0
00549fe830db43c791edd44c1ea302c8,2,,,,0.0,0.0,0.0
00549fe830db43c791edd44c1ea302c8,3,0.0,0.0,0.0,2.0,2.0,3.0
00549fe830db43c791edd44c1ea302c8,4,0.0,,0.0,2.0,0.0,1.0
00549fe830db43c791edd44c1ea302c8,5,1.0,1.0,1.0,-1.0,-5.0,-8.0
00549fe830db43c791edd44c1ea302c8,6,,1.0,1.0,0.0,-4.0,-4.0
00549fe830db43c791edd44c1ea302c8,7,1.0,1.0,1.0,-1.0,-10.0,-6.0
00549fe830db43c791edd44c1ea302c8,8,0.0,1.0,0.0,1.0,-7.0,4.0
00549fe830db43c791edd44c1ea302c8,9,1.0,1.0,1.0,-4.0,-19.0,-12.0
00549fe830db43c791edd44c1ea302c8,10,,1.0,1.0,0.0,-11.0,-3.0
00549fe830db43c791edd44c1ea302c8,11,1.0,1.0,1.0,-4.0,-16.0,-10.0
00549fe830db43c791edd44c1ea302c8,12,1.0,1.0,,-2.0,-12.0,0.0
00549fe830db43c791edd44c1ea302c8,13,1.0,1.0,1.0,-3.0,-11.0,-4.0
005566708a614e089e8674bf4c340f78,1,,,,,,
005566708a614e089e8674bf4c340f78,2,1.0,1.0,1.0,-2.0,-3.0,-5.0
005566708a614e089e8674bf4c340f78,3,1.0,1.0,1.0,-3.0,-4.0,-8.0
005566708a614e089e8674bf4c340f78,4,1.0,1.0,1.0,-5.0,-7.0,-12.0
005566708a614e089e8674bf4c340f78,5,1.0,1.0,1.0,-5.0,-8.0,-15.0
005566708a614e089e8674bf4c340f78,6,1.0,1.0,1.0,-4.0,-7.0,-13.0
005566708a614e089e8674bf4c340f78,7,1.0,1.0,1.0,-4.0,-5.0,-12.0
005566708a614e089e8674bf4c340f78,8,1.0,1.0,1.0,-3.0,-4.0,-11.0
005566708a614e089e8674bf4c340f78,9,1.0,1.0,1.0,-3.0,-5.0,-8.0
005566708a614e089e8674bf4c340f78,10,1.0,1.0,1.0,-3.0,-3.0,-10.0
005566708a614e089e8674bf4c340f78,11,,0.0,0.0,0.0,3.0,3.0
005566708a614e089e8674bf4c340f78,12,,,,,,
0067fc6af775418d9732ede317838095,1,,,,0.0,0.0,0.0
0067fc6af775418d9732ede317838095,2,1.0,,1.0,-1.0,0.0,-1.0
0067fc6af775418d9732ede317838095,3,1.0,1.0,1.0,-1.0,-1.0,-3.0
0067fc6af775418d9732ede317838095,4,0.0,1.0,1.0,1.0,-1.0,-3.0
0067fc6af775418d9732ede317838095,5,1.0,1.0,1.0,-1.0,-4.0,-1.0
0067fc6af775418d9732ede317838095,6,0.0,0.0,0.0,1.0,1.0,5.0
0067fc6af775418d9732ede317838095,7,0.0,0.0,1.0,1.0,1.0,-1.0
0067fc6af775418d9732ede317838095,8,0.0,0.0,0.0,3.0,2.0,4.0
0067fc6af775418d9732ede317838095,9,0.0,1.0,0.0,2.0,-1.0,3.0
0067fc6af775418d9732ede317838095,10,1.0,1.0,1.0,-1.0,-11.0,-8.0
0067fc6af775418d9732ede317838095,11,1.0,1.0,1.0,-3.0,-15.0,-14.0
0067fc6af775418d9732ede317838095,12,1.0,1.0,1.0,-2.0,-9.0,-9.0
0067fc6af775418d9732ede317838095,13,1.0,1.0,1.0,-3.0,-10.0,-12.0
006a31d483c343a98d7632a8722a88cf,1,,,1.0,0.0,0.0,-1.0
006a31d483c343a98d7632a8722a88cf,2,,,1.0,0.0,0.0,-1.0
006a31d483c343a98d7632a8722a88cf,3,,,,0.0,0.0,0.0
006a31d483c343a98d7632a8722a88cf,4,,,,0.0,0.0,0.0
006a31d483c343a98d7632a8722a88cf,5,,,0.0,0.0,0.0,1.0
006a31d483c343a98d7632a8722a88cf,6,,1.0,0.0,0.0,-1.0,1.0
006a31d483c343a98d7632a8722a88cf,7,,1.0,1.0,0.0,-2.0,-2.0
006a31d483c343a98d7632a8722a88cf,8,,,1.0,0.0,0.0,-4.0
006a31d483c343a98d7632a8722a88cf,9,0.0,0.0,0.0,1.0,3.0,2.0
006a31d483c343a98d7632a8722a88cf,10,0.0,0.0,0.0,1.0,1.0,3.0
006a31d483c343a98d7632a8722a88cf,11,0.0,0.0,0.0,1.0,3.0,5.0
006a31d483c343a98d7632a8722a88cf,12,0.0,,0.0,1.0,0.0,12.0
006a31d483c343a98d7632a8722a88cf,13,0.0,0.0,0.0,3.0,7.0,14.0
007e14a6c58c42e8856aeae1907591e4,1,0.0,0.0,0.0,1.0,1.0,1.0
007e14a6c58c42e8856aeae1907591e4,2,0.0,0.0,0.0,1.0,1.0,1.0
007e14a6c58c42e8856aeae1907591e4,3,,1.0,1.0,0.0,-1.0,-1.0
007e14a6c58c42e8856aeae1907591e4,4,0.0,0.0,0.0,2.0,2.0,3.0
007e14a6c58c42e8856aeae1907591e4,5,0.0,0.0,0.0,4.0,5.0,8.0
007e14a6c58c42e8856aeae1907591e4,6,0.0,0.0,0.0,4.0,5.0,8.0
007e14a6c58c42e8856aeae1907591e4,7,0.0,0.0,0.0,4.0,4.0,7.0
007e14a6c58c42e8856aeae1907591e4,8,0.0,,0.0,2.0,0.0,4.0
007e14a6c58c42e8856aeae1907591e4,9,0.0,0.0,0.0,3.0,4.0,5.0
007e14a6c58c42e8856aeae1907591e4,10,0.0,0.0,0.0,2.0,3.0,13.0
007e14a6c58c42e8856aeae1907591e4,11,1.0,1.0,0.0,-1.0,-5.0,4.0
00be8d6d9acb47bca63eca423d349109,1,1.0,1.0,1.0,-1.0,-1.0,-2.0
00be8d6d9acb47bca63eca423d349109,2,1.0,1.0,1.0,-1.0,-1.0,-2.0
00be8d6d9acb47bca63eca423d349109,3,1.0,1.0,1.0,-2.0,-2.0,-5.0
00be8d6d9acb47bca63eca423d349109,4,1.0,1.0,1.0,-2.0,-2.0,-5.0
00be8d6d9acb47bca63eca423d349109,5,1.0,1.0,1.0,-2.0,-2.0,-5.0
00be8d6d9acb47bca63eca423d349109,6,1.0,1.0,1.0,-1.0,-2.0,-2.0
00be8d6d9acb47bca63eca423d349109,7,1.0,1.0,,-1.0,-2.0,0.0
00be8d6d9acb47bca63eca423d349109,8,1.0,1.0,1.0,-5.0,-9.0,-18.0
00be8d6d9acb47bca63eca423d349109,9,1.0,,1.0,-1.0,0.0,-1.0
00be8d6d9acb47bca63eca423d349109,10,1.0,1.0,1.0,-2.0,-6.0,-8.0
00be8d6d9acb47bca63eca423d349109,11,,,0.0,0.0,0.0,1.0
00be8d6d9acb47bca63eca423d349109,12,1.0,1.0,1.0,-1.0,-1.0,-2.0
00be8d6d9acb47bca63eca423d349109,13,,,,,,
00bea3ce877a4b99865fbb3294ce511f,1,0.0,0.0,0.0,1.0,1.0,2.0
00bea3ce877a4b99865fbb3294ce511f,2,0.0,0.0,0.0,3.0,3.0,5.0
00bea3ce877a4b99865fbb3294ce511f,3,0.0,0.0,0.0,3.0,3.0,5.0
00bea3ce877a4b99865fbb3294ce511f,4,0.0,0.0,0.0,4.0,4.0,7.0
00bea3ce877a4b99865fbb3294ce511f,5,0.0,,0.0,2.0,0.0,4.0
00bea3ce877a4b99865fbb3294ce511f,6,0.0,,0.0,2.0,0.0,4.0
00bea3ce877a4b99865fbb3294ce511f,7,0.0,0.0,0.0,2.0,4.0,9.0
00bea3ce877a4b99865fbb3294ce511f,8,0.0,0.0,0.0,1.0,1.0,5.0
00bea3ce877a4b99865fbb3294ce511f,9,0.0,1.0,0.0,2.0,-2.0,3.0
00bea3ce877a4b99865fbb3294ce511f,10,,1.0,1.0,0.0,-7.0,-3.0
00c6cae49e8448b584f23e6e439380ee,1,,,,,,
00c6cae49e8448b584f23e6e439380ee,2,,,,0.0,0.0,0.0
00c6cae49e8448b584f23e6e439380ee,3,,0.0,1.0,0.0,1.0,-1.0
00c6cae49e8448b584f23e6e439380ee,4,,,0.0,0.0,0.0,2.0
00c6cae49e8448b584f23e6e439380ee,5,,,1.0,0.0,0.0,-1.0
00c6cae49e8448b584f23e6e439380ee,6,0.0,0.0,,2.0,1.0,0.0
00c6cae49e8448b584f23e6e439380ee,7,,1.0,0.0,0.0,-2.0,1.0
00c6cae49e8448b584f23e6e439380ee,8,1.0,1.0,0.0,-1.0,-4.0,1.0
00c6cae49e8448b584f23e6e439380ee,9,1.0,1.0,1.0,-3.0,-12.0,-12.0
00c6cae49e8448b584f23e6e439380ee,10,1.0,1.0,1.0,-3.0,-13.0,-12.0
00c6cae49e8448b584f23e6e439380ee,11,,,,,,
00ca0dd7691e4d8b92f027fb45dda67c,1,,,,,,
00ca0dd7691e4d8b92f027fb45dda67c,2,1.0,1.0,1.0,-1.0,-1.0,-1.0
00ca0dd7691e4d8b92f027fb45dda67c,3,1.0,1.0,1.0,-3.0,-3.0,-4.0
00ca0dd7691e4d8b92f027fb45dda67c,4,1.0,1.0,1.0,-4.0,-4.0,-6.0
00ca0dd7691e4d8b92f027fb45dda67c,5,1.0,1.0,1.0,-2.0,-2.0,-2.0
00ca0dd7691e4d8b92f027fb45dda67c,6,,1.0,0.0,0.0,-1.0,1.0
00ca0dd7691e4d8b92f027fb45dda67c,7,,1.0,1.0,0.0,-1.0,-1.0
00ca0dd7691e4d8b92f027fb45dda67c,8,,0.0,0.0,0.0,1.0,4.0
00ca0dd7691e4d8b92f027fb45dda67c,9,,0.0,0.0,0.0,4.0,4.0
00ca0dd7691e4d8b92f027fb45dda67c,10,1.0,0.0,1.0,-1.0,3.0,-3.0
00ca0dd7691e4d8b92f027fb45dda67c,11,0.0,0.0,0.0,1.0,13.0,2.0
00ca0dd7691e4d8b92f027fb45dda67c,12,,,,,,
00cffad068284c0f8b9572846bbaafcb,1,,,,,,
00cffad068284c0f8b9572846bbaafcb,2,,,0.0,0.0,0.0,1.0
00cffad068284c0f8b9572846bbaafcb,3,,0.0,,0.0,1.0,0.0
00cffad068284c0f8b9572846bbaafcb,4,,,1.0,0.0,0.0,-1.0
00cffad068284c0f8b9572846bbaafcb,5,0.0,0.0,0.0,1.0,3.0,5.0
00cffad068284c0f8b9572846bbaafcb,6,0.0,0.0,0.0,2.0,5.0,6.0
00cffad068284c0f8b9572846bbaafcb,7,0.0,0.0,0.0,2.0,5.0,6.0
00cffad068284c0f8b9572846bbaafcb,8,1.0,1.0,0.0,-1.0,-1.0,1.0
00cffad068284c0f8b9572846bbaafcb,9,0.0,0.0,0.0,1.0,3.0,9.0
00cffad068284c0f8b9572846bbaafcb,10,1.0,0.0,0.0,-1.0,2.0,1.0
00cffad068284c0f8b9572846bbaafcb,11,0.0,0.0,1.0,2.0,7.0,-2.0
00cffad068284c0f8b9572846bbaafcb,12,,,,,,
00fd3220bb16466fa7dbbcc13a47fe35,1,,,,,,
00fd3220bb16466fa7dbbcc13a47fe35,2,,1.0,1.0,0.0,-1.0,-1.0
00fd3220bb16466fa7dbbcc13a47fe35,3,0.0,0.0,0.0,1.0,1.0,1.0
00fd3220bb16466fa7dbbcc13a47fe35,4,,1.0,,0.0,-1.0,0.0
00fd3220bb16466fa7dbbcc13a47fe35,5,,0.0,0.0,0.0,2.0,3.0
00fd3220bb16466fa7dbbcc13a47fe35,6,,,1.0,0.0,0.0,-2.0
00fd3220bb16466fa7dbbcc13a47fe35,7,1.0,,1.0,-1.0,0.0,-5.0
00fd3220bb16466fa7dbbcc13a47fe35,8,1.0,1.0,1.0,-1.0,-4.0,-5.0
00fd3220bb16466fa7dbbcc13a47fe35,9,1.0,1.0,1.0,-2.0,-6.0,-6.0
00fd3220bb16466fa7dbbcc13a47fe35,10,1.0,1.0,1.0,-1.0,-1.0,-6.0
00fd3220bb16466fa7dbbcc13a47fe35,11,1.0,1.0,0.0,-1.0,-2.0,1.0
00fd3220bb16466fa7dbbcc13a47fe35,12,1.0,1.0,1.0,-2.0,-3.0,-5.0
00fd3220bb16466fa7dbbcc13a47fe35,13,,,,,,
010775ed0c2f47fbbceb5dab0b89fcfd,1,,,,,,
010775ed0c2f47fbbceb5dab0b89fcfd,2,,,,0.0,0.0,0.0
010775ed0c2f47fbbceb5dab0b89fcfd,3,,,0.0,0.0,0.0,2.0
010775ed0c2f47fbbceb5dab0b89fcfd,4,0.0,0.0,0.0,1.0,2.0,3.0
010775ed0c2f47fbbceb5dab0b89fcfd,5,0.0,0.0,0.0,1.0,2.0,1.0
010775ed0c2f47fbbceb5dab0b89fcfd,6,0.0,0.0,,2.0,4.0,0.0
010775ed0c2f47fbbceb5dab0b89fcfd,7,0.0,0.0,0.0,3.0,4.0,3.0
010775ed0c2f47fbbceb5dab0b89fcfd,8,0.0,0.0,0.0,4.0,2.0,3.0
010775ed0c2f47fbbceb5dab0b89fcfd,9,0.0,1.0,0.0,3.0,-1.0,1.0
010775ed0c2f47fbbceb5dab0b89fcfd,10,0.0,0.0,0.0,3.0,4.0,5.0
010775ed0c2f47fbbceb5dab0b89fcfd,11,0.0,0.0,0.0,3.0,7.0,2.0
01124a8613e14d0ca396a8807cf9ce4f,1,0.0,0.0,0.0,1.0,1.0,2.0
01124a8613e14d0ca396a8807cf9ce4f,2,0.0,0.0,0.0,2.0,2.0,4.0
01124a8613e14d0ca396a8807cf9ce4f,3,,,1.0,0.0,0.0,-2.0
01124a8613e14d0ca396a8807cf9ce4f,4,1.0,1.0,1.0,-1.0,-3.0,-5.0
01124a8613e14d0ca396a8807cf9ce4f,5,1.0,1.0,1.0,-2.0,-3.0,-1.0
01124a8613e14d0ca396a8807cf9ce4f,6,0.0,1.0,1.0,1.0,-2.0,-2.0
01124a8613e14d0ca396a8807cf9ce4f,7,,1.0,,0.0,-4.0,0.0
01124a8613e14d0ca396a8807cf9ce4f,8,1.0,1.0,1.0,-1.0,-8.0,-5.0
01124a8613e14d0ca396a8807cf9ce4f,9,,1.0,0.0,0.0,-4.0,1.0
01124a8613e14d0ca396a8807cf9ce4f,10,0.0,1.0,0.0,1.0,-5.0,1.0
01124a8613e14d0ca396a8807cf9ce4f,11,,1.0,,0.0,-7.0,0.0
01190e2fea904db19a805882cc2a3769,1,,,,,,
01190e2fea904db19a805882cc2a3769,2,,1.0,0.0,0.0,-1.0,1.0
01190e2fea904db19a805882cc2a3769,3,0.0,0.0,0.0,1.0,1.0,1.0
01190e2fea904db19a805882cc2a3769,4,0.0,0.0,0.0,1.0,1.0,1.0
01190e2fea904db19a805882cc2a3769,5,0.0,1.0,,2.0,-1.0,0.0
01190e2fea904db19a805882cc2a3769,6,0.0,0.0,0.0,2.0,2.0,4.0
01190e2fea904db19a805882cc2a3769,7,0.0,0.0,0.0,3.0,5.0,7.0
01190e2fea904db19a805882cc2a3769,8,0.0,0.0,0.0,5.0,9.0,15.0
01190e2fea904db19a805882cc2a3769,9,0.0,0.0,0.0,3.0,5.0,7.0
01190e2fea904db19a805882cc2a3769,10,0.0,0.0,0.0,3.0,5.0,9.0
01190e2fea904db19a805882cc2a3769,11,0.0,0.0,0.0,4.0,5.0,9.0
011c35b0ead447e4b830005f9bff9512,1,,,,,,
011c35b0ead447e4b830005f9bff9512,2,1.0,1.0,1.0,-2.0,-3.0,-4.0
011c35b0ead447e4b830005f9bff9512,3,1.0,1.0,1.0,-4.0,-6.0,-8.0
011c35b0ead447e4b830005f9bff9512,4,1.0,1.0,1.0,-4.0,-6.0,-8.0
011c35b0ead447e4b830005f9bff9512,5,1.0,1.0,1.0,-2.0,-1.0,-2.0
011c35b0ead447e4b830005f9bff9512,6,1.0,1.0,1.0,-2.0,-4.0,-7.0
011c35b0ead447e4b830005f9bff9512,7,1.0,1.0,1.0,-2.0,-2.0,-6.0
011c35b0ead447e4b830005f9bff9512,8,1.0,1.0,1.0,-3.0,-10.0,-13.0
011c35b0ead447e4b830005f9bff9512,9,,,,,,
01216968d1e4487b967fad9130ab8c34,1,1.0,1.0,1.0,-1.0,-1.0,-2.0
01216968d1e4487b967fad9130ab8c34,2,1.0,1.0,1.0,-1.0,-1.0,-2.0
01216968d1e4487b967fad9130ab8c34,3,1.0,1.0,1.0,-1.0,-1.0,-2.0
01216968d1e4487b967fad9130ab8c34,4,1.0,1.0,1.0,-2.0,-2.0,-2.0
01216968d1e4487b967fad9130ab8c34,5,1.0,1.0,1.0,-2.0,-3.0,-4.0
01216968d1e4487b967fad9130ab8c34,6,1.0,1.0,1.0,-2.0,-7.0,-9.0
01216968d1e4487b967fad9130ab8c34,7,1.0,1.0,1.0,-4.0,-9.0,-13.0
01216968d1e4487b967fad9130ab8c34,8,1.0,1.0,1.0,-5.0,-11.0,-16.0
01216968d1e4487b967fad9130ab8c34,9,1.0,1.0,1.0,-3.0,-7.0,-6.0
01216968d1e4487b967fad9130ab8c34,10,1.0,0.0,0.0,-1.0,8.0,13.0
01216968d1e4487b967fad9130ab8c34,11,0.0,0.0,0.0,1.0,12.0,2.0
01216968d1e4487b967fad9130ab8c34,12,,,,,,
012c70dd004a4a4c9c7709a0e6b66dc1,1,,,,0.0,0.0,0.0
012c70dd004a4a4c9c7709a0e6b66dc1,2,1.0,1.0,1.0,-1.0,-1.0,-2.0
012c70dd004a4a4c9c7709a0e6b66dc1,3,1.0,1.0,1.0,-1.0,-1.0,-2.0
012c70dd004a4a4c9c7709a0e6b66dc1,4,1.0,1.0,1.0,-1.0,-3.0,-5.0
012c70dd004a4a4c9c7709a0e6b66dc1,5,0.0,,0.0,1.0,0.0,3.0
012c70dd004a4a4c9c7709a0e6b66dc1,6,0.0,0.0,0.0,1.0,1.0,3.0
012c70dd004a4a4c9c7709a0e6b66dc1,7,0.0,0.0,0.0,1.0,1.0,7.0
012c70dd004a4a4c9c7709a0e6b66dc1,8,0.0,0.0,0.0,3.0,7.0,11.0
012c70dd004a4a4c9c7709a0e6b66dc1,9,0.0,0.0,0.0,3.0,7.0,14.0
012c70dd004a4a4c9c7709a0e6b66dc1,10,0.0,0.0,0.0,3.0,5.0,9.0
012c70dd004a4a4c9c7709a0e6b66dc1,11,0.0,0.0,0.0,3.0,3.0,8.0
012c70dd004a4a4c9c7709a0e6b66dc1,12,0.0,0.0,0.0,1.0,5.0,6.0
012c70dd004a4a4c9c7709a0e6b66dc1,13,0.0,0.0,0.0,1.0,4.0,7.0
013bfd0318d342b78d97ebb4ef9be681,1,,,,0.0,0.0,0.0
013bfd0318d342b78d97ebb4ef9be681,2,0.0,,0.0,1.0,0.0,3.0
013bfd0318d342b78d97ebb4ef9be681,3,0.0,0.0,0.0,1.0,1.0,2.0
013bfd0318d342b78d97ebb4ef9be681,4,,0.0,0.0,0.0,1.0,1.0
013bfd0318d342b78d97ebb4ef9be681,5,0.0,0.0,0.0,2.0,3.0,4.0
013bfd0318d342b78d97ebb4ef9be681,6,0.0,0.0,0.0,2.0,3.0,4.0
013bfd0318d342b78d97ebb4ef9be681,7,0.0,0.0,0.0,2.0,6.0,6.0
013bfd0318d342b78d97ebb4ef9be681,8,0.0,0.0,,1.0,2.0,0.0
013bfd0318d342b78d97ebb4ef9be681,9,,1.0,1.0,0.0,-4.0,-7.0
013bfd0318d342b78d97ebb4ef9be681,10,0.0,0.0,0.0,3.0,1.0,8.0
013bfd0318d342b78d97ebb4ef9be681,11,0.0,0.0,0.0,3.0,3.0,12.0
013dbcad99234e5eb6278d18c8a0922f,1,,,,,,
013dbcad99234e5eb6278d18c8a0922f,2,1.0,1.0,1.0,-2.0,-3.0,-5.0
013dbcad99234e5eb6278d18c8a0922f,3,1.0,1.0,1.0,-2.0,-3.0,-5.0
013dbcad99234e5eb6278d18c8a0922f,4,,1.0,1.0,0.0,-1.0,-1.0
013dbcad99234e5eb6278d18c8a0922f,5,0.0,0.0,0.0,2.0,5.0,7.0
013dbcad99234e5eb6278d18c8a0922f,6,0.0,0.0,0.0,4.0,8.0,11.0
013dbcad99234e5eb6278d18c8a0922f,7,0.0,0.0,0.0,4.0,9.0,10.0
