game_id,player_index,deck_id,won,transform_count,first_transform_turn,transformed_any
8b5e343895cd4cc69d3188fae0896e28,1,D002,False,6,6.0,True
a545bc5407c1450d9823f8f7acd5cb39,0,D001,True,3,6.0,True
a545bc5407c1450d9823f8f7acd5cb39,1,D002,False,7,4.0,True
5d39979e13ea4cccafb87cf1a5428fc7,0,D001,True,2,3.0,True
5d39979e13ea4cccafb87cf1a5428fc7,1,D002,False,6,4.0,True
28e0b9a66b9b4e9e8468293429678f4e,0,D001,True,5,4.0,True
28e0b9a66b9b4e9e8468293429678f4e,1,D002,False,7,9.0,True
f6ebf528045a491ca80180e374ef1840,0,D001,True,6,7.0,True
f6ebf528045a491ca80180e374ef1840,1,D002,False,6,3.0,True
5c3f930ed99f488e8b0c90581e49085b,0,D001,True,3,8.0,True
5c3f930ed99f488e8b0c90581e49085b,1,D002,False,3,4.0,True
bc6f678a76104c9f9acf4b12acd90929,0,D001,True,6,5.0,True
bc6f678a76104c9f9acf4b12acd90929,1,D002,False,4,3.0,True
66bf5695170a49e5b89de70b1e633479,0,D001,True,6,3.0,True
66bf5695170a49e5b89de70b1e633479,1,D002,False,3,4.0,True
7e834bc9033a4671b259c6c574951148,0,D001,True,2,8.0,True
7e834bc9033a4671b259c6c574951148,1,D002,False,7,2.0,True
71309c8c4c28405887006b51cb3b835b,0,D001,True,3,8.0,True
71309c8c4c28405887006b51cb3b835b,1,D002,False,5,2.0,True
13b8b72d2f10416d8fbc3f1b53a929fe,0,D001,True,6,5.0,True
13b8b72d2f10416d8fbc3f1b53a929fe,1,D002,False,7,2.0,True
14fc49a4a70d49e0a08187fee6c0fd0c,0,D001,True,4,7.0,True
14fc49a4a70d49e0a08187fee6c0fd0c,1,D002,False,6,2.0,True
67607e3acca7498aa9fbbba79ab5500f,0,D001,True,5,3.0,True
67607e3acca7498aa9fbbba79ab5500f,1,D002,False,6,2.0,True
853d01047e72448996df55d25be98db9,0,D001,True,2,5.0,True
853d01047e72448996df55d25be98db9,1,D002,False,7,2.0,True
82d82af8a41a4564ab88fe2d33cde7ed,0,D001,True,7,7.0,True
82d82af8a41a4564ab88fe2d33cde7ed,1,D002,False,4,11.0,True
7ef89d9627c5483d815296e02549333d,0,D001,True,7,4.0,True
7ef89d9627c5483d815296e02549333d,1,D002,False,4,5.0,True
f8fbad0c8685491c8cba368c3c771c96,0,D001,True,6,3.0,True
f8fbad0c8685491c8cba368c3c771c96,1,D002,False,3,3.0,True
8e2150ba009d44eaa1d1072142fab48e,0,D001,True,2,7.0,True
8e2150ba009d44eaa1d1072142fab48e,1,D002,False,3,5.0,True
b73035164a744a6283142940806e2a03,0,D001,True,6,2.0,True
b73035164a744a6283142940806e2a03,1,D002,False,4,6.0,True
661a28f2dd1e41c790feed6b70808cbe,0,D001,True,4,7.0,True
661a28f2dd1e41c790feed6b70808cbe,1,D002,False,6,2.0,True
b0eff4b235994d3a88f6b64091354a78,0,D001,True,5,4.0,True
b0eff4b235994d3a88f6b64091354a78,1,D002,False,6,5.0,True
5b62aab272874515bc7134661643d57b,0,D001,True,5,6.0,True
5b62aab272874515bc7134661643d57b,1,D002,False,7,2.0,True
698059e232a340ae89411a49e3b69c39,0,D001,True,5,5.0,True
698059e232a340ae89411a49e3b69c39,1,D002,False,4,3.0,True
539f729921094d9db87d3f1a61e53544,0,D001,True,4,10.0,True
539f729921094d9db87d3f1a61e53544,1,D002,False,6,6.0,True
e7d22d3b6b244d0b9d86ddff90bb4295,0,D001,True,5,7.0,True
e7d22d3b6b244d0b9d86ddff90bb4295,1,D002,False,6,5.0,True
7082c7e9083843c7bec73917bf61f956,0,D001,True,4,5.0,True
7082c7e9083843c7bec73917bf61f956,1,D002,False,7,2.0,True
b0cf70e8e293482cb6e3537ccedf5e99,0,D001,True,4,9.0,True
b0cf70e8e293482cb6e3537ccedf5e99,1,D002,False,5,4.0,True
0e741053bc4e4dba8c6fa61fe01cbb62,0,D001,True,5,4.0,True
0e741053bc4e4dba8c6fa61fe01cbb62,1,D002,False,6,2.0,True
d722e6a82e1f4abc8f4871fe19f8d32b,0,D001,True,3,5.0,True
d722e6a82e1f4abc8f4871fe19f8d32b,1,D002,False,10,3.0,True
6360af3573cb4c77981287e065d04e14,0,D001,False,1,4.0,True
6360af3573cb4c77981287e065d04e14,1,D002,True,5,2.0,True
77f7c5d2e1c24d2daeadc8d1ea9dfda9,0,D001,True,5,4.0,True
77f7c5d2e1c24d2daeadc8d1ea9dfda9,1,D002,False,5,2.0,True
d7cdece7898d4cfdaf644d22678a6f1c,0,D001,True,5,3.0,True
d7cdece7898d4cfdaf644d22678a6f1c,1,D002,False,7,3.0,True
06bd98bf95c940729dfe1056c88c02ca,0,D001,True,4,7.0,True
06bd98bf95c940729dfe1056c88c02ca,1,D002,False,8,2.0,True
4352fa8c9e51480c9c4009ea276b058c,0,D001,True,2,4.0,True
4352fa8c9e51480c9c4009ea276b058c,1,D002,False,8,2.0,True
340d416187bd4c8591dac3703bbefbd4,0,D001,True,1,9.0,True
340d416187bd4c8591dac3703bbefbd4,1,D002,False,2,3.0,True
5be95c94d8f649eda6accbf10b3b7929,0,D001,True,3,7.0,True
5be95c94d8f649eda6accbf10b3b7929,1,D002,False,7,3.0,True
fe1d767d78894f66af16c4d199d2d237,0,D001,True,5,6.0,True
fe1d767d78894f66af16c4d199d2d237,1,D002,False,6,4.0,True
68875ae6636e48cabe16429feefdf1c5,0,D001,False,3,3.0,True
68875ae6636e48cabe16429feefdf1c5,1,D002,True,7,3.0,True
f150920c8d99497889754bef865b4f80,0,D001,True,2,6.0,True
f150920c8d99497889754bef865b4f80,1,D002,False,6,2.0,True
3273c655d1ef40bf9395e13248f3a60a,0,D001,True,4,3.0,True
3273c655d1ef40bf9395e13248f3a60a,1,D002,False,6,4.0,True
509e771767314bc49379431b6a1af1c6,0,D001,True,2,10.0,True
509e771767314bc49379431b6a1af1c6,1,D002,False,5,2.0,True
54c568e94f4e4eaab89fcd093cfde260,0,D001,True,2,9.0,True
54c568e94f4e4eaab89fcd093cfde260,1,D002,False,6,2.0,True
8067f8a5dba6469b9e10a4747bd7a714,0,D001,True,2,10.0,True
8067f8a5dba6469b9e10a4747bd7a714,1,D002,False,7,2.0,True
ee8e115519644724bd10cc4993d2d25c,0,D001,False,3,6.0,True
ee8e115519644724bd10cc4993d2d25c,1,D002,True,6,4.0,True
1482f32739d04146a55b0854271bde41,0,D001,True,2,12.0,True
1482f32739d04146a55b0854271bde41,1,D002,False,6,2.0,True
781f2aab135e4ca8a0f277768be18084,0,D001,True,3,4.0,True
781f2aab135e4ca8a0f277768be18084,1,D002,False,7,2.0,True
20ba0110d1c84815beb8fd11a6a41c1f,0,D001,False,2,4.0,True
20ba0110d1c84815beb8fd11a6a41c1f,1,D002,True,6,4.0,True
fbb620ab41c44817aa76b870b84bac1b,0,D001,True,3,13.0,True
fbb620ab41c44817aa76b870b84bac1b,1,D002,False,5,9.0,True
6ea7f59cfe7a4ccaa3148c348e8501bd,0,D001,True,2,7.0,True
6ea7f59cfe7a4ccaa3148c348e8501bd,1,D002,False,8,3.0,True
eb748cccaa6a44b4a47778f4c1742775,0,D001,True,7,7.0,True
eb748cccaa6a44b4a47778f4c1742775,1,D002,False,3,7.0,True
68c223abdfd24b87b0c750873ec3d00a,0,D001,True,7,2.0,True
68c223abdfd24b87b0c750873ec3d00a,1,D002,False,4,2.0,True
1c274885e97249f6b9d0db9ec73d458f,0,D001,True,2,8.0,True
1c274885e97249f6b9d0db9ec73d458f,1,D002,False,7,5.0,True
9fdf1d59b29e45b59bc9c0ae8eadbfef,0,D001,True,5,3.0,True
9fdf1d59b29e45b59bc9c0ae8eadbfef,1,D002,False,2,13.0,True
1218f2459ab44c9d9ad05e5e7f4a92a5,0,D001,True,4,6.0,True
1218f2459ab44c9d9ad05e5e7f4a92a5,1,D002,False,8,2.0,True
b4894cc283a241f7b8c9e5cb6070f38b,0,D001,True,5,5.0,True
b4894cc283a241f7b8c9e5cb6070f38b,1,D002,False,4,2.0,True
49cb560f553542ebb64758c47e5130d4,0,D001,True,4,7.0,True
49cb560f553542ebb64758c47e5130d4,1,D002,False,7,4.0,True
ea88267951ad430887da4b3967a5339a,0,D001,True,3,3.0,True
ea88267951ad430887da4b3967a5339a,1,D002,False,9,4.0,True
4b04d7f42abb40f592840db80cfcff0d,0,D001,True,6,5.0,True
4b04d7f42abb40f592840db80cfcff0d,1,D002,False,7,4.0,True
a406877ef8f54d4cb27d7eeb2edfb4d8,0,D001,True,3,3.0,True
a406877ef8f54d4cb27d7eeb2edfb4d8,1,D002,False,6,3.0,True
fb6bcad647514eec81d688e7cdcca872,0,D001,True,6,5.0,True
fb6bcad647514eec81d688e7cdcca872,1,D002,False,4,5.0,True
366db75fa9394b88a2722af622de94d9,0,D001,True,5,4.0,True
366db75fa9394b88a2722af622de94d9,1,D002,False,3,3.0,True
97b4c8698c34480c96636dcf2fe80388,0,D001,True,5,7.0,True
97b4c8698c34480c96636dcf2fe80388,1,D002,False,2,3.0,True
b68d15e821ea4432993741327652fd7d,0,D001,False,0,,False
b68d15e821ea4432993741327652fd7d,1,D002,True,6,2.0,True
cb3d1fa5164f4a0cbf9ac5427b7f1810,0,D001,True,4,7.0,True
cb3d1fa5164f4a0cbf9ac5427b7f1810,1,D002,False,4,4.0,True
606db08362574d92a26ef8588a4358e3,0,D001,True,3,10.0,True
606db08362574d92a26ef8588a4358e3,1,D002,False,4,2.0,True
1d7c89362a2b4349b96e4def5d30bae1,0,D001,False,3,3.0,True
1d7c89362a2b4349b96e4def5d30bae1,1,D002,True,9,2.0,True
67bb2c35f48b489d89876702ab9b5bf3,0,D001,True,0,,False
67bb2c35f48b489d89876702ab9b5bf3,1,D002,False,6,2.0,True
4ad2c799c08d49ae9d0d348881b481af,0,D001,True,3,3.0,True
4ad2c799c08d49ae9d0d348881b481af,1,D002,False,7,6.0,True
230892c726cf4a2e82f4feb035a7de0d,0,D001,True,3,5.0,True
230892c726cf4a2e82f4feb035a7de0d,1,D002,False,7,2.0,True
a6e193b7aee1403e958ac339f57baf05,0,D001,True,3,3.0,True
a6e193b7aee1403e958ac339f57baf05,1,D002,False,8,2.0,True
29e7ede4ad094cbb80c96ef486104129,0,D001,True,5,4.0,True
29e7ede4ad094cbb80c96ef486104129,1,D002,False,5,3.0,True
0222db14284048bb81c79ca60d364c0e,0,D001,False,1,5.0,True
0222db14284048bb81c79ca60d364c0e,1,D002,True,8,2.0,True
2e27655fe05249759575c1fecb7b4209,0,D001,True,3,5.0,True
2e27655fe05249759575c1fecb7b4209,1,D002,False,8,3.0,True
a431fda1532c479b894be1ac88cfcc6f,0,D001,False,2,7.0,True
a431fda1532c479b894be1ac88cfcc6f,1,D002,True,4,3.0,True
7248ca90405c4d4897869cdc90e021b1,0,D001,True,3,4.0,True
7248ca90405c4d4897869cdc90e021b1,1,D002,False,3,2.0,True
70d1350c2ef84844b7ac113742915403,0,D001,True,4,3.0,True
70d1350c2ef84844b7ac113742915403,1,D002,False,4,4.0,True
342de61e36fe4eaa97db37ac1dd88860,0,D001,True,1,7.0,True
342de61e36fe4eaa97db37ac1dd88860,1,D002,False,7,4.0,True
25e090e28cef4fb8810dbfae923fec8b,0,D001,True,3,4.0,True
25e090e28cef4fb8810dbfae923fec8b,1,D002,False,1,2.0,True
6be1be2c694e4e41835537b04f07ff00,0,D001,True,2,14.0,True
6be1be2c694e4e41835537b04f07ff00,1,D002,False,5,4.0,True
73576af4504f4fe990dae32f5e4ea16f,0,D001,False,3,2.0,True
73576af4504f4fe990dae32f5e4ea16f,1,D002,True,4,2.0,True
5aa1ee69584c421db29c23bf864959ad,0,D001,True,4,10.0,True
5aa1ee69584c421db29c23bf864959ad,1,D002,False,7,5.0,True
54652c2c3b9b4dcc822a21cb1e91709c,0,D001,True,7,4.0,True
54652c2c3b9b4dcc822a21cb1e91709c,1,D002,False,3,6.0,True
9b9f89e556c944f9ac68e32a6433676c,0,D001,True,2,8.0,True
9b9f89e556c944f9ac68e32a6433676c,1,D002,False,5,2.0,True
241b0b01bc774744b48fe73a8bd07a9c,0,D001,True,5,5.0,True
241b0b01bc774744b48fe73a8bd07a9c,1,D002,False,1,3.0,True
a12016630a964adc80a052be893be0f1,0,D001,True,5,7.0,True
a12016630a964adc80a052be893be0f1,1,D002,False,6,2.0,True
19a929034eb1474399a3ba0c5e90da3d,0,D001,True,5,7.0,True
19a929034eb1474399a3ba0c5e90da3d,1,D002,False,3,2.0,True
b5836214c744424996e50444a2f6ed16,0,D001,True,4,3.0,True
b5836214c744424996e50444a2f6ed16,1,D002,False,5,8.0,True
a1b0f41fb75744b2a9610c0799f0587b,0,D001,True,2,9.0,True
a1b0f41fb75744b2a9610c0799f0587b,1,D002,False,8,2.0,True
a450b863562749eea9880bf4eb300cec,0,D001,True,3,8.0,True
a450b863562749eea9880bf4eb300cec,1,D002,False,7,3.0,True
87bef17b117e41cc8f0a37de94d98c3a,0,D001,True,2,5.0,True
87bef17b117e41cc8f0a37de94d98c3a,1,D002,False,5,2.0,True
410ef452de154771a5e8c08fc63320f4,0,D001,False,2,6.0,True
410ef452de154771a5e8c08fc63320f4,1,D002,True,5,4.0,True
5a42c4aeb16a466f9c4fc3a295b7a1cb,0,D001,True,3,5.0,True
5a42c4aeb16a466f9c4fc3a295b7a1cb,1,D002,False,7,2.0,True
cea01ece93404777b1c47cecb0c3c651,0,D001,True,3,6.0,True
cea01ece93404777b1c47cecb0c3c651,1,D002,False,5,3.0,True
d6bd9f37d96044a3b5b02edf7835d1bc,0,D001,True,5,6.0,True
d6bd9f37d96044a3b5b02edf7835d1bc,1,D002,False,5,4.0,True
b08c861b61194ee6814cccc24ee527a4,0,D001,True,5,6.0,True
b08c861b61194ee6814cccc24ee527a4,1,D002,False,4,3.0,True
dd76051e75b24663acbf167b4f6a1686,0,D001,True,4,3.0,True
dd76051e75b24663acbf167b4f6a1686,1,D002,False,6,2.0,True
901df52a63d54ce4b2adb120554a1f31,0,D001,True,3,8.0,True
901df52a63d54ce4b2adb120554a1f31,1,D002,False,5,3.0,True
6bbfa9f2cc484208950232c03af16604,0,D001,True,4,6.0,True
6bbfa9f2cc484208950232c03af16604,1,D002,False,3,2.0,True
c7c10fe1c4dd4a878e66b61843c7d90e,0,D001,False,3,6.0,True
c7c10fe1c4dd4a878e66b61843c7d90e,1,D002,True,7,2.0,True
55bbba5abe95435ab12592148ad60d58,0,D001,True,3,6.0,True
55bbba5abe95435ab12592148ad60d58,1,D002,False,8,2.0,True
aebffa73024a46f6949179d054e6a82a,0,D001,True,7,2.0,True
aebffa73024a46f6949179d054e6a82a,1,D002,False,4,2.0,True
14c12046bd064d57b80b51698aed41ff,0,D001,True,1,3.0,True
14c12046bd064d57b80b51698aed41ff,1,D002,False,8,2.0,True
4e5d10d9e36f4d63b7af342d8b756cec,0,D001,True,3,3.0,True
4e5d10d9e36f4d63b7af342d8b756cec,1,D002,False,5,2.0,True
ef04eab6e8a44741a142101306f73db9,0,D001,True,5,3.0,True
ef04eab6e8a44741a142101306f73db9,1,D002,False,7,2.0,True
d147f0f532ab493c8e200968405f4e01,0,D001,True,3,6.0,True
d147f0f532ab493c8e200968405f4e01,1,D002,False,6,2.0,True
a619af2868a7445cb5a2291fe57409a4,0,D001,False,3,9.0,True
a619af2868a7445cb5a2291fe57409a4,1,D002,True,6,3.0,True
200074e5cd8e49e180ebfe29bc1df4d4,0,D001,True,3,5.0,True
200074e5cd8e49e180ebfe29bc1df4d4,1,D002,False,6,2.0,True
fabb4b79d52348d7808541695dbb02a4,0,D001,True,2,5.0,True
fabb4b79d52348d7808541695dbb02a4,1,D002,False,8,3.0,True
9996546ea77a4a8cb791e0d65aaed808,0,D001,True,5,6.0,True
9996546ea77a4a8cb791e0d65aaed808,1,D002,False,3,2.0,True
be8b02dd750747bea8d12230157ab2ba,0,D001,True,4,9.0,True
be8b02dd750747bea8d12230157ab2ba,1,D002,False,6,2.0,True
e4c567de2f78419fa35778e0b64c322a,0,D001,True,5,3.0,True
e4c567de2f78419fa35778e0b64c322a,1,D002,False,2,5.0,True
1d0a78dff72b482ca727cf2a038299f2,0,D001,True,6,5.0,True
1d0a78dff72b482ca727cf2a038299f2,1,D002,False,4,2.0,True
6ab7bd78cbbe43f6a5c82041ebd89ada,0,D001,True,3,4.0,True
6ab7bd78cbbe43f6a5c82041ebd89ada,1,D002,False,6,3.0,True
533770e3ce0b45edb9f609f718ed9ffb,0,D001,True,0,,False
533770e3ce0b45edb9f609f718ed9ffb,1,D002,False,8,2.0,True
c89e3400f48442dbacd0c09f08ada53e,0,D001,True,4,9.0,True
c89e3400f48442dbacd0c09f08ada53e,1,D002,False,5,2.0,True
5f9e5255a70c4b489a33e339892f4637,0,D001,True,5,4.0,True
5f9e5255a70c4b489a33e339892f4637,1,D002,False,1,2.0,True
8db10e522b2e4041b79c3b55dca5e847,0,D001,True,3,5.0,True
8db10e522b2e4041b79c3b55dca5e847,1,D002,False,6,2.0,True
aa9b8e06df4449798ad95c2ed5366600,0,D001,True,4,4.0,True
aa9b8e06df4449798ad95c2ed5366600,1,D002,False,4,7.0,True
f246291657da4ca486cd2370c287fbe1,0,D001,True,2,2.0,True
f246291657da4ca486cd2370c287fbe1,1,D002,False,6,2.0,True
d2ad89625b494e4ab9ce623d26db9e16,0,D001,False,2,5.0,True
d2ad89625b494e4ab9ce623d26db9e16,1,D002,True,5,2.0,True
96500f137805456cbfe791ec7b9ea266,0,D001,True,4,9.0,True
96500f137805456cbfe791ec7b9ea266,1,D002,False,8,7.0,True
3f1b5828fb994c2aa88d702174417cbb,0,D001,True,2,6.0,True
3f1b5828fb994c2aa88d702174417cbb,1,D002,False,7,2.0,True
52ae3c0b3260410c840645916b62bd87,0,D001,False,0,,False
52ae3c0b3260410c840645916b62bd87,1,D002,True,5,2.0,True
fe1b7b37ebf94ae9a8a42ead61a51013,0,D001,True,4,6.0,True
fe1b7b37ebf94ae9a8a42ead61a51013,1,D002,False,9,4.0,True
cde1533be58c456d9ecd9a94f4d45f76,0,D001,True,5,5.0,True
cde1533be58c456d9ecd9a94f4d45f76,1,D002,False,4,2.0,True
21da460efd084fbda67642be7df34811,0,D001,True,3,2.0,True
21da460efd084fbda67642be7df34811,1,D002,False,7,2.0,True
3b5fe9ddd52a4c12b84c68ca6efcbe3f,0,D001,True,3,7.0,True
3b5fe9ddd52a4c12b84c68ca6efcbe3f,1,D002,False,5,3.0,True
3dc3c6c0b6b047378524e894ee8205de,0,D001,True,3,9.0,True
3dc3c6c0b6b047378524e894ee8205de,1,D002,False,4,2.0,True
596aee32d63c4e46995d1f45e93e29c7,0,D001,True,4,4.0,True
596aee32d63c4e46995d1f45e93e29c7,1,D002,False,5,2.0,True
453874a94caf45908b616709d9b1aaab,0,D001,True,7,3.0,True
453874a94caf45908b616709d9b1aaab,1,D002,False,6,3.0,True
e00d81eed5794dbd89fd01f45ae1fb02,0,D001,True,7,6.0,True
e00d81eed5794dbd89fd01f45ae1fb02,1,D002,False,4,8.0,True
b95d6d9df1434023961a4c0e3c098f58,0,D001,True,3,3.0,True
b95d6d9df1434023961a4c0e3c098f58,1,D002,False,5,3.0,True
64746fdbfb41448bb188726d4d66ddc3,0,D001,True,6,2.0,True
64746fdbfb41448bb188726d4d66ddc3,1,D002,False,8,3.0,True
dd6b721311a04fa6bfee6320a2612d51,0,D001,True,4,7.0,True
dd6b721311a04fa6bfee6320a2612d51,1,D002,False,2,3.0,True
5eb878df01064cc79b7b8c5e7640aac0,0,D001,True,2,5.0,True
5eb878df01064cc79b7b8c5e7640aac0,1,D002,False,6,2.0,True
b675a0726ec34be1b93720d483cce679,0,D001,True,3,4.0,True
b675a0726ec34be1b93720d483cce679,1,D002,False,1,6.0,True
4b5a9f8283a8402ca7a62b24564fa321,0,D001,True,4,4.0,True
4b5a9f8283a8402ca7a62b24564fa321,1,D002,False,5,2.0,True
b909a5820eed4653adb8c4f8c80d224d,0,D001,True,6,4.0,True
b909a5820eed4653adb8c4f8c80d224d,1,D002,False,2,3.0,True
d5572453d1fb4fe3b21a91f498e119b7,0,D001,True,5,4.0,True
d5572453d1fb4fe3b21a91f498e119b7,1,D002,False,6,8.0,True
3c918109a3be4dda8215d5db3da53bee,0,D001,True,5,5.0,True
3c918109a3be4dda8215d5db3da53bee,1,D002,False,1,4.0,True
7c6065adb7754e069ac1761ff161ead8,0,D001,True,2,5.0,True
7c6065adb7754e069ac1761ff161ead8,1,D002,False,6,2.0,True
d806b5748b9e4a1ebd3833fc817ce7f1,0,D001,True,5,4.0,True
d806b5748b9e4a1ebd3833fc817ce7f1,1,D002,False,4,8.0,True
8aa082dd09324144ab52ddb7081e96c1,0,D001,True,8,5.0,True
8aa082dd09324144ab52ddb7081e96c1,1,D002,False,5,3.0,True
d41688683408463abfd7f20cf145a750,0,D001,True,3,3.0,True
d41688683408463abfd7f20cf145a750,1,D002,False,7,2.0,True
10db48b84f054a1ba58b0986105527e3,0,D001,True,2,8.0,True
10db48b84f054a1ba58b0986105527e3,1,D002,False,6,2.0,True
2f2381f4bc604caeb0402242a222276d,0,D001,True,4,11.0,True
2f2381f4bc604caeb0402242a222276d,1,D002,False,7,3.0,True
fb4e3ab44fb34740b9ef074b5c6ae549,0,D001,False,3,4.0,True
fb4e3ab44fb34740b9ef074b5c6ae549,1,D002,True,8,3.0,True
f59c3808b68e4bdfacb7337c0ef7e5af,0,D001,True,5,3.0,True
f59c3808b68e4bdfacb7337c0ef7e5af,1,D002,False,1,7.0,True
c7d25073e7e847a8a14e353f14d15486,0,D001,True,3,8.0,True
c7d25073e7e847a8a14e353f14d15486,1,D002,False,7,3.0,True
aa3feaed72894f3d97ea31b0a902390c,0,D001,True,5,7.0,True
aa3feaed72894f3d97ea31b0a902390c,1,D002,False,1,4.0,True
6d060403ff8544b4aa4774b7d1ae3ec4,0,D001,True,6,7.0,True
6d060403ff8544b4aa4774b7d1ae3ec4,1,D002,False,2,10.0,True
a6ae857b99284822855db6d6dba3ed19,0,D001,True,6,5.0,True
a6ae857b99284822855db6d6dba3ed19,1,D002,False,4,3.0,True
eb4d6205c65241059f4f39ee17cbbfbc,0,D001,True,4,3.0,True
eb4d6205c65241059f4f39ee17cbbfbc,1,D002,False,8,2.0,True
b95d6fa7992f4d36adbbf9730bd4794a,0,D001,True,5,4.0,True
b95d6fa7992f4d36adbbf9730bd4794a,1,D002,False,2,7.0,True
c90850009e134ac09d9abe65845ebc1f,0,D001,True,2,8.0,True
c90850009e134ac09d9abe65845ebc1f,1,D002,False,5,3.0,True
25965c05be9e46018d74e234997d4d31,0,D001,True,5,5.0,True
25965c05be9e46018d74e234997d4d31,1,D002,False,4,5.0,True
8d3098c5ed214e178f294753fdbb0b51,0,D001,True,1,12.0,True
8d3098c5ed214e178f294753fdbb0b51,1,D002,False,6,4.0,True
f37542aea113467b9a328caffaf8c87a,0,D001,True,2,10.0,True
f37542aea113467b9a328caffaf8c87a,1,D002,False,4,5.0,True
cb43aaa8b5fe417cbf1941979c2e2a59,0,D001,True,1,12.0,True
